Plot	Species	Individu	Mostra	TVU	ROF	OTHERS	TOTAL
13	ROF	7	1	0	0	0	0
13	ROF	7	2	0	0	0	0
13	ROF	8	1	NA	NA	NA	NA
13	ROF	8	2	0	10	0	10
13	ROF	9	1	0	8	0	10
13	ROF	9	2	0	0	0	0
13	ROF	10	1	0	27	0	29
13	ROF	10	2	0	31	0	31
13	TVUF	1	1	1	0	0	2
13	TVUF	1	2	29	0	0	29
13	TVUF	2	1	0	0	0	0
13	TVUF	2	2	0	1	0	1
13	TVUF	3	1	10	0	0	10
13	TVUF	3	2	1	0	0	1
13	TVUF	4	1	4	0	0	5
13	TVUF	4	2	1	0	0	1
13	TVUF	5	1	18	0	0	18
13	TVUF	5	2	10	0	0	10
13	TVUF	6	1	0	0	0	0
13	TVUF	6	2	4	0	0	4
13	TVUF	7	1	20	0	0	21
13	TVUF	7	2	18	0	0	18
13	TVUF	8	1	10	8	0	18
13	TVUF	8	2	29	0	0	29
13	TVUF	9	1	2	0	0	2
13	TVUF	9	2	0	0	0	0
13	TVUF	10	1	5	0	0	5
13	TVUF	10	2	3	0	0	3
13	TVUH	1	1	0	0	0	0
13	TVUH	1	2	0	0	0	0
13	TVUH	2	1	27	0	0	27
13	TVUH	2	2	6	0	0	6
13	TVUH	3	1	8	0	0	8
13	TVUH	3	2	36	0	0	36
13	TVUH	4	1	8	0	0	8
13	TVUH	4	2	1	0	0	1
13	TVUH	5	1	11	0	0	11
13	TVUH	5	2	19	0	0	19
13	TVUH	6	1	NA	NA	NA	NA
13	TVUH	6	2	NA	NA	NA	NA
13	TVUH	7	1	7	0	0	7
13	TVUH	7	2	2	0	0	2
13	TVUH	8	1	41	0	0	41
13	TVUH	8	2	82	0	0	82
13	TVUH	9	1	33	0	0	33
13	TVUH	9	2	4	0	0	5
13	TVUH	10	1	12	0	0	12
13	TVUH	10	2	13	0	0	13
14	ROF	1	1	0	0	0	0
14	ROF	1	2	0	9	0	9
14	ROF	2	1	0	17	0	17
14	ROF	2	2	0	1	0	1
14	ROF	3	1	0	1	0	1
14	ROF	3	2	0	0	0	0
14	ROF	4	1	0	24	0	24
14	ROF	4	2	0	3	0	3
14	ROF	5	1	0	2	0	2
14	ROF	5	2	0	2	0	2
14	ROF	6	1	0	2	0	2
14	ROF	6	2	0	0	0	0
14	ROF	7	1	0	0	0	0
14	ROF	7	2	0	3	0	3
14	ROF	8	1	0	1	0	1
14	ROF	8	2	0	2	0	2
14	ROF	9	1	0	79	0	79
14	ROF	9	2	0	12	0	12
14	ROF	10	1	0	3	0	3
14	ROF	10	2	0	7	0	7
14	TVUF	1	1	13	0	0	13
14	TVUF	1	2	7	1	0	8
14	TVUF	2	1	19	1	0	20
14	TVUF	2	2	39	0	8	48
14	TVUF	3	1	27	0	1	28
14	TVUF	3	2	3	0	1	4
14	TVUF	4	1	11	5	0	16
14	TVUF	4	2	6	0	0	8
14	TVUF	5	1	5	0	6	11
14	TVUF	5	2	1	0	0	1
14	TVUF	6	1	2	0	0	3
14	TVUF	6	2	7	2	0	10
14	TVUF	7	1	0	0	0	0
14	TVUF	7	2	19	3	0	23
14	TVUF	8	1	28	0	0	28
14	TVUF	8	2	41	0	1	42
14	TVUF	9	1	3	0	0	4
14	TVUF	9	2	3	0	0	3
14	TVUF	10	1	18	0	0	18
14	TVUF	10	2	1	0	0	1
14	TVUH	1	1	5	0	0	5
14	TVUH	1	2	12	0	9	22
14	TVUH	2	1	12	0	0	12
14	TVUH	2	2	10	0	0	10
14	TVUH	3	1	18	0	0	18
14	TVUH	3	2	33	1	0	34
14	TVUH	4	1	36	0	0	36
14	TVUH	4	2	19	0	0	19
14	TVUH	5	1	4	0	0	4
14	TVUH	5	2	18	0	0	18
14	TVUH	6	1	1	0	0	1
14	TVUH	6	2	NA	NA	NA	NA
14	TVUH	7	1	3	0	0	3
14	TVUH	7	2	0	0	0	0
14	TVUH	8	1	2	0	0	2
14	TVUH	8	2	2	0	0	2
14	TVUH	9	1	0	0	0	0
14	TVUH	9	2	0	0	0	0
14	TVUH	10	1	0	0	0	0
14	TVUH	10	2	0	0	0	0
15	ROF	1	1	0	5	0	5
15	ROF	1	2	0	1	0	1
15	ROF	2	1	0	13	0	13
15	ROF	2	2	0	1	0	1
15	ROF	3	1	0	4	1	5
15	ROF	3	2	0	18	0	18
15	ROF	4	1	0	7	0	8
15	ROF	4	2	0	1	0	1
15	ROF	5	1	0	32	0	32
15	ROF	5	2	0	0	0	0
15	ROF	6	1	0	0	0	0
15	ROF	6	2	0	7	0	7
15	ROF	7	1	0	3	0	3
15	ROF	7	2	0	16	0	16
15	ROF	8	1	NA	NA	NA	NA
15	ROF	8	2	0	24	0	24
15	ROF	9	1	0	0	0	0
15	ROF	9	2	0	0	0	0
15	ROF	10	1	0	15	0	15
15	ROF	10	2	0	10	0	11
15	TVUF	1	1	0	0	0	0
15	TVUF	1	2	7	0	1	8
15	TVUF	2	1	7	0	0	8
15	TVUF	2	2	4	0	0	4
15	TVUF	3	1	5	0	0	5
15	TVUF	3	2	2	0	0	2
15	TVUF	4	1	1	0	0	1
15	TVUF	4	2	0	0	0	0
15	TVUF	5	1	2	0	0	2
15	TVUF	5	2	36	0	2	38
15	TVUF	6	1	24	0	0	24
15	TVUF	6	2	17	0	0	19
15	TVUF	7	1	NA	NA	NA	NA
15	TVUF	7	2	NA	NA	NA	NA
15	TVUF	8	1	NA	NA	NA	NA
15	TVUF	8	2	3	0	0	6
15	TVUF	9	1	NA	NA	NA	NA
15	TVUF	9	2	3	0	3	6
15	TVUF	10	1	4	0	0	4
15	TVUF	10	2	55	0	0	55
15	TVUH	1	1	1	0	0	1
15	TVUH	1	2	16	0	0	16
15	TVUH	2	1	19	0	0	19
15	TVUH	2	2	10	0	0	10
15	TVUH	3	1	5	0	0	5
15	TVUH	3	2	29	0	4	33
15	TVUH	4	1	5	0	0	5
15	TVUH	4	2	22	0	0	22
15	TVUH	5	1	12	0	0	14
15	TVUH	5	2	19	0	0	19
15	TVUH	6	1	0	0	0	0
15	TVUH	6	2	4	0	0	4
15	TVUH	7	1	0	1	0	1
15	TVUH	7	2	30	0	0	30
15	TVUH	8	1	NA	NA	NA	NA
15	TVUH	8	2	0	0	0	0
15	TVUH	9	1	19	0	0	19
15	TVUH	9	2	30	0	0	30
15	TVUH	10	1	1	0	0	1
15	TVUH	10	2	1	0	0	1
16	ROF	1	1	0	0	0	0
16	ROF	1	2	0	13	0	14
16	ROF	2	1	0	0	0	0
16	ROF	2	2	0	1	0	1
16	ROF	3	1	0	3	0	3
16	ROF	3	2	0	22	0	22
16	ROF	4	1	0	1	0	1
16	ROF	4	2	0	7	0	9
16	ROF	5	1	0	1	0	1
16	ROF	5	2	0	0	0	0
16	ROF	6	1	0	0	0	0
16	ROF	6	2	0	3	0	3
16	ROF	7	1	0	0	0	0
16	ROF	7	2	0	0	0	0
16	ROF	8	1	0	0	0	0
16	ROF	8	2	0	0	0	0
16	ROF	9	1	0	2	0	2
16	ROF	9	2	0	5	0	5
16	ROF	10	1	0	0	0	0
16	ROF	10	2	0	3	0	3
16	TVUF	1	1	NA	NA	NA	NA
16	TVUF	1	2	8	0	0	8
16	TVUF	2	1	17	0	0	17
16	TVUF	2	2	5	0	0	5
16	TVUF	3	1	8	0	2	10
16	TVUF	3	2	1	0	1	2
16	TVUF	4	1	4	2	0	6
16	TVUF	4	2	3	0	0	3
16	TVUF	5	1	4	0	0	4
16	TVUF	5	2	10	0	0	10
16	TVUF	6	1	14	23	0	37
16	TVUF	6	2	10	0	0	10
16	TVUF	7	1	15	0	0	15
16	TVUF	7	2	12	0	0	12
16	TVUF	8	1	5	0	0	8
16	TVUF	8	2	5	0	0	5
16	TVUF	9	1	2	0	0	2
16	TVUF	9	2	0	0	0	0
16	TVUF	10	1	1	0	0	1
16	TVUF	10	2	29	0	0	29
16	TVUH	1	1	NA	NA	NA	NA
16	TVUH	1	2	18	0	0	18
16	TVUH	2	1	5	0	0	5
16	TVUH	2	2	NA	NA	NA	NA
16	TVUH	3	1	NA	NA	NA	NA
16	TVUH	3	2	1	0	0	1
16	TVUH	4	1	2	0	0	2
16	TVUH	4	2	3	0	0	3
16	TVUH	5	1	9	0	0	9
16	TVUH	5	2	20	0	0	20
16	TVUH	6	1	NA	NA	NA	NA
16	TVUH	6	2	17	0	0	17
16	TVUH	7	1	2	0	0	2
16	TVUH	7	2	1	0	0	1
16	TVUH	8	1	4	0	0	4
16	TVUH	8	2	11	0	0	11
16	TVUH	9	1	4	0	0	6
16	TVUH	9	2	NA	NA	NA	NA
16	TVUH	10	1	NA	NA	NA	NA
16	TVUH	10	2	4	0	0	4
17	ROF	1	1	0	14	1	15
17	ROF	1	2	0	10	0	10
17	ROF	2	1	0	19	0	19
17	ROF	2	2	0	0	0	0
17	ROF	3	1	0	3	0	3
17	ROF	3	2	0	0	0	0
17	ROF	4	1	0	5	0	5
17	ROF	4	2	0	1	0	2
17	ROF	5	1	0	14	0	14
17	ROF	5	2	0	28	0	28
17	ROF	6	1	0	6	0	6
17	ROF	6	2	0	0	0	0
17	ROF	7	1	0	36	0	36
17	ROF	7	2	0	3	0	3
17	ROF	8	1	0	3	0	3
17	ROF	8	2	0	0	0	0
17	ROF	9	1	0	13	0	13
17	ROF	9	2	0	5	0	5
17	ROF	10	1	0	4	0	5
17	ROF	10	2	0	14	0	14
17	TVUF	1	1	0	0	1	1
17	TVUF	1	2	0	2	0	2
17	TVUF	2	1	9	0	0	9
17	TVUF	2	2	0	0	2	2
17	TVUF	3	1	5	0	1	6
17	TVUF	3	2	6	0	31	37
17	TVUF	4	1	19	11	0	30
17	TVUF	4	2	0	1	0	1
17	TVUF	5	1	4	1	0	5
17	TVUF	5	2	8	0	79	87
17	TVUF	6	1	30	0	0	30
17	TVUF	6	2	7	5	0	12
17	TVUF	7	1	25	0	0	25
17	TVUF	7	2	0	0	0	0
17	TVUF	8	1	0	0	0	0
17	TVUF	8	2	2	0	0	2
17	TVUF	9	1	0	0	0	0
17	TVUF	9	2	11	0	0	11
17	TVUF	10	1	1	0	1	3
17	TVUF	10	2	2	0	19	21
17	TVUH	1	1	5	1	0	6
17	TVUH	1	2	16	0	0	16
17	TVUH	2	1	0	0	0	0
17	TVUH	2	2	12	0	0	12
17	TVUH	3	1	1	0	0	1
17	TVUH	3	2	NA	NA	NA	NA
17	TVUH	4	1	9	0	0	9
17	TVUH	4	2	57	0	0	57
17	TVUH	5	1	0	0	0	0
17	TVUH	5	2	11	0	0	11
17	TVUH	6	1	3	0	0	3
17	TVUH	6	2	3	0	0	3
17	TVUH	7	1	2	0	0	2
17	TVUH	7	2	9	0	0	9
17	TVUH	8	1	19	0	0	19
17	TVUH	8	2	23	0	0	23
17	TVUH	9	1	NA	NA	NA	NA
17	TVUH	9	2	9	0	0	9
17	TVUH	10	1	0	0	0	0
17	TVUH	10	2	13	0	0	13
18	ROF	1	1	0	13	0	13
18	ROF	1	2	0	5	0	5
18	ROF	2	1	0	5	0	5
18	ROF	2	2	0	5	0	6
18	ROF	3	1	0	12	0	12
18	ROF	3	2	0	7	0	7
18	ROF	4	1	0	0	0	0
18	ROF	4	2	0	7	0	8
18	ROF	5	1	0	0	0	0
18	ROF	5	2	0	1	0	1
18	ROF	6	1	0	6	0	6
18	ROF	6	2	0	1	0	1
18	ROF	7	1	0	1	0	1
18	ROF	7	2	0	3	0	3
18	ROF	8	1	0	0	0	0
18	ROF	8	2	0	2	0	2
18	ROF	9	1	0	0	0	0
18	ROF	9	2	0	0	0	0
18	ROF	10	1	0	0	0	0
18	ROF	10	2	0	2	0	2
18	TVUF	1	1	2	0	0	2
18	TVUF	1	2	1	0	0	1
18	TVUF	2	1	21	0	0	21
18	TVUF	2	2	10	4	0	14
18	TVUF	3	1	NA	NA	NA	NA
18	TVUF	3	2	8	0	0	8
18	TVUF	4	1	2	0	0	2
18	TVUF	4	2	2	0	0	2
18	TVUF	5	1	0	0	0	0
18	TVUF	5	2	18	0	2	20
18	TVUF	6	1	0	0	0	0
18	TVUF	6	2	0	0	0	0
18	TVUF	7	1	13	1	0	14
18	TVUF	7	2	0	0	0	0
18	TVUF	8	1	0	1	0	1
18	TVUF	8	2	23	0	0	23
18	TVUF	9	1	1	0	0	1
18	TVUF	9	2	8	0	0	8
18	TVUF	10	1	NA	NA	NA	NA
18	TVUF	10	2	5	2	0	7
18	TVUH	1	1	7	0	0	7
18	TVUH	1	2	6	0	0	6
18	TVUH	2	1	1	0	0	1
18	TVUH	2	2	0	0	0	0
18	TVUH	3	1	16	0	0	16
18	TVUH	3	2	2	0	0	2
18	TVUH	4	1	15	0	0	15
18	TVUH	4	2	5	0	0	5
18	TVUH	5	1	1	0	0	2
18	TVUH	5	2	4	0	0	5
18	TVUH	6	1	0	0	0	0
18	TVUH	6	2	0	0	0	0
18	TVUH	7	1	0	0	0	0
18	TVUH	7	2	0	0	0	0
18	TVUH	8	1	3	0	0	3
18	TVUH	8	2	0	0	0	0
18	TVUH	9	1	1	0	0	1
18	TVUH	9	2	1	0	0	1
18	TVUH	10	1	3	0	0	3
18	TVUH	10	2	29	0	0	29
19	ROF	1	1	0	18	0	18
19	ROF	1	2	0	15	0	15
19	ROF	2	1	0	3	0	3
19	ROF	2	2	0	8	0	8
19	ROF	3	1	0	11	0	11
19	ROF	3	2	0	5	0	5
19	ROF	4	1	0	13	0	13
19	ROF	4	2	0	6	0	6
19	ROF	5	1	0	18	0	18
19	ROF	5	2	0	6	0	6
19	ROF	6	1	0	7	0	7
19	ROF	6	2	0	57	0	57
19	ROF	7	1	0	4	0	4
19	ROF	7	2	0	4	0	4
19	ROF	8	1	NA	NA	NA	NA
19	ROF	8	2	0	28	0	28
19	ROF	9	1	0	4	0	4
19	ROF	9	2	0	10	0	10
19	ROF	10	1	0	1	0	1
19	ROF	10	2	0	10	0	10
19	TVUF	1	1	56	0	0	56
19	TVUF	1	2	4	0	0	4
19	TVUF	2	1	32	0	0	32
19	TVUF	2	2	17	0	0	17
19	TVUF	3	1	22	0	0	22
19	TVUF	3	2	62	2	0	64
19	TVUF	4	1	3	0	0	3
19	TVUF	4	2	0	0	0	0
19	TVUF	5	1	2	0	0	2
19	TVUF	5	2	19	1	0	20
19	TVUF	6	1	15	0	0	15
19	TVUF	6	2	10	0	0	11
19	TVUF	7	1	2	1	0	3
19	TVUF	7	2	5	3	1	9
19	TVUF	8	1	2	0	0	2
19	TVUF	8	2	0	0	0	0
19	TVUF	9	1	12	0	0	12
19	TVUF	9	2	26	0	0	26
19	TVUF	10	1	2	0	0	2
19	TVUF	10	2	1	0	0	1
19	TVUH	1	1	2	0	0	2
19	TVUH	1	2	0	0	0	0
19	TVUH	2	1	5	0	0	5
19	TVUH	2	2	5	0	0	5
19	TVUH	3	1	10	0	0	10
19	TVUH	3	2	29	0	0	29
19	TVUH	4	1	NA	NA	NA	NA
19	TVUH	4	2	15	0	0	15
19	TVUH	5	1	2	0	0	2
19	TVUH	5	2	6	0	0	6
19	TVUH	6	1	7	0	0	7
19	TVUH	6	2	11	0	0	11
19	TVUH	7	1	NA	NA	NA	NA
19	TVUH	7	2	7	0	0	7
19	TVUH	8	1	25	0	0	25
19	TVUH	8	2	4	0	0	4
19	TVUH	9	1	10	0	0	10
19	TVUH	9	2	1	0	0	1
19	TVUH	10	1	9	0	0	9
19	TVUH	10	2	13	2	0	15
20	ROF	1	1	1	4	0	5
20	ROF	1	2	0	1	0	1
20	ROF	2	1	0	14	0	14
20	ROF	2	2	0	35	0	35
20	ROF	3	1	0	25	0	25
20	ROF	3	2	0	9	0	9
20	ROF	4	1	0	8	0	8
20	ROF	4	2	0	16	0	16
20	ROF	5	1	0	30	0	30
20	ROF	5	2	0	0	0	0
20	ROF	6	1	0	18	0	18
20	ROF	6	2	0	0	0	0
20	ROF	7	1	0	1	0	1
20	ROF	7	2	0	3	0	3
20	ROF	8	1	0	6	0	6
20	ROF	8	2	0	2	0	3
20	ROF	9	1	0	14	0	14
20	ROF	9	2	0	29	0	29
20	ROF	10	1	0	4	0	4
20	ROF	10	2	0	1	0	1
20	TVUF	1	1	4	0	0	4
20	TVUF	1	2	13	0	0	13
20	TVUF	2	1	10	0	0	10
20	TVUF	2	2	72	0	1	73
20	TVUF	3	1	0	0	0	0
20	TVUF	3	2	6	0	0	7
20	TVUF	4	1	0	0	0	0
20	TVUF	4	2	0	0	0	0
20	TVUF	5	1	4	0	0	4
20	TVUF	5	2	2	0	0	3
20	TVUF	6	1	2	0	0	2
20	TVUF	6	2	5	0	0	5
20	TVUF	7	1	4	0	3	7
20	TVUF	7	2	3	0	0	3
20	TVUF	8	1	0	0	0	0
20	TVUF	8	2	31	0	1	32
20	TVUF	9	1	19	0	0	19
20	TVUF	9	2	12	0	0	12
20	TVUF	10	1	3	0	0	4
20	TVUF	10	2	3	0	33	36
20	TVUH	1	1	0	0	0	0
20	TVUH	1	2	0	0	0	0
20	TVUH	2	1	0	0	0	0
20	TVUH	2	2	3	1	0	4
20	TVUH	3	1	31	0	0	31
20	TVUH	3	2	3	0	0	3
20	TVUH	4	1	8	0	0	8
20	TVUH	4	2	3	0	0	3
20	TVUH	5	1	0	0	0	0
20	TVUH	5	2	18	1	0	20
20	TVUH	6	1	7	0	0	7
20	TVUH	6	2	13	0	0	13
20	TVUH	7	1	3	0	0	3
20	TVUH	7	2	1	0	0	1
20	TVUH	8	1	1	1	0	2
20	TVUH	8	2	1	0	0	1
20	TVUH	9	1	19	0	0	19
20	TVUH	9	2	4	0	0	4
20	TVUH	10	1	1	0	0	1
20	TVUH	10	2	2	0	0	3
21	ROF	1	1	0	13	0	13
21	ROF	1	2	0	4	0	4
21	ROF	2	1	0	1	0	1
21	ROF	2	2	2	6	0	8
21	ROF	3	1	0	1	0	1
21	ROF	3	2	0	0	0	0
21	ROF	4	1	0	2	0	2
21	ROF	4	2	0	1	0	1
21	ROF	5	1	0	8	0	9
21	ROF	5	2	0	6	0	10
21	ROF	6	1	0	0	0	0
21	ROF	6	2	0	9	0	9
21	ROF	7	1	0	1	0	1
21	ROF	7	2	0	4	0	4
21	ROF	8	1	0	2	0	3
21	ROF	8	2	0	11	0	11
21	ROF	9	1	0	6	0	6
21	ROF	9	2	0	0	0	0
21	ROF	10	1	0	0	0	0
21	ROF	10	2	0	8	0	8
21	TVUF	1	1	1	0	0	1
21	TVUF	1	2	0	0	0	0
21	TVUF	2	1	0	0	0	0
21	TVUF	2	2	41	0	20	61
21	TVUF	3	1	0	0	0	0
21	TVUF	3	2	2	0	0	3
21	TVUF	4	1	1	0	0	1
21	TVUF	4	2	1	0	1	2
21	TVUF	5	1	1	0	0	1
21	TVUF	5	2	8	0	0	8
21	TVUF	6	1	2	0	1	3
21	TVUF	6	2	1	0	14	15
21	TVUF	7	1	17	0	0	17
21	TVUF	7	2	3	0	0	3
21	TVUF	8	1	1	0	0	1
21	TVUF	8	2	6	0	0	6
21	TVUF	9	1	0	0	1	1
21	TVUF	9	2	0	0	0	0
21	TVUF	10	1	1	0	0	1
21	TVUF	10	2	2	1	8	11
21	TVUH	1	1	6	0	0	7
21	TVUH	1	2	0	0	0	0
21	TVUH	2	1	0	0	0	0
21	TVUH	2	2	0	0	0	0
21	TVUH	3	1	18	0	0	18
21	TVUH	3	2	1	0	0	1
21	TVUH	4	1	52	0	0	52
21	TVUH	4	2	9	0	0	9
21	TVUH	5	1	8	0	0	8
21	TVUH	5	2	0	0	0	0
21	TVUH	6	1	4	0	0	4
21	TVUH	6	2	2	0	0	2
21	TVUH	7	1	18	0	0	18
21	TVUH	7	2	15	0	0	15
21	TVUH	8	1	2	0	0	2
21	TVUH	8	2	9	0	0	9
21	TVUH	9	1	1	0	0	1
21	TVUH	9	2	11	0	2	13
21	TVUH	10	1	0	0	0	0
21	TVUH	10	2	0	0	0	0
22	ROF	1	1	0	1	0	1
22	ROF	1	2	0	10	0	10
22	ROF	2	1	0	11	0	11
22	ROF	2	2	0	3	0	3
22	ROF	3	1	0	0	0	0
22	ROF	3	2	0	14	0	14
22	ROF	4	1	0	6	0	6
22	ROF	4	2	0	36	0	36
22	ROF	5	1	0	2	0	2
22	ROF	5	2	0	6	0	6
22	ROF	6	1	0	1	0	2
22	ROF	6	2	0	0	0	0
22	ROF	7	1	0	26	0	26
22	ROF	7	2	NA	NA	NA	NA
22	ROF	8	1	0	1	0	1
22	ROF	8	2	0	30	0	30
22	ROF	9	1	0	3	0	3
22	ROF	9	2	NA	NA	NA	NA
22	ROF	10	1	0	18	0	18
22	ROF	10	2	0	10	0	10
22	TVUF	1	1	8	0	0	8
22	TVUF	1	2	5	0	0	5
22	TVUF	2	1	4	0	0	4
22	TVUF	2	2	3	0	0	3
22	TVUF	3	1	0	0	0	0
22	TVUF	3	2	1	0	0	1
22	TVUF	4	1	NA	NA	NA	NA
22	TVUF	4	2	17	0	0	17
22	TVUF	5	1	6	0	1	7
22	TVUF	5	2	59	2	0	61
22	TVUF	6	1	0	0	0	0
22	TVUF	6	2	19	2	0	21
22	TVUF	7	1	1	1	0	2
22	TVUF	7	2	1	1	0	2
22	TVUF	8	1	15	0	0	16
22	TVUF	8	2	27	1	1	29
22	TVUF	9	1	19	0	0	19
22	TVUF	9	2	8	0	0	8
22	TVUF	10	1	4	0	0	4
22	TVUF	10	2	17	3	0	20
22	TVUH	1	1	NA	NA	NA	NA
22	TVUH	1	2	0	0	0	0
22	TVUH	2	1	1	0	0	1
22	TVUH	2	2	1	0	0	1
22	TVUH	3	1	1	0	0	1
22	TVUH	3	2	1	0	0	1
22	TVUH	4	1	6	0	0	6
22	TVUH	4	2	25	0	0	25
22	TVUH	5	1	0	0	0	0
22	TVUH	5	2	0	0	0	0
22	TVUH	6	1	1	0	0	1
22	TVUH	6	2	0	0	0	0
22	TVUH	7	1	NA	NA	NA	NA
22	TVUH	7	2	NA	NA	NA	NA
22	TVUH	8	1	2	0	0	2
22	TVUH	8	2	1	0	0	1
22	TVUH	9	1	NA	NA	NA	NA
22	TVUH	9	2	10	4	0	14
22	TVUH	10	1	15	5	0	20
22	TVUH	10	2	NA	NA	NA	NA
23	ROF	1	1	0	1	0	1
23	ROF	1	2	0	0	0	0
23	ROF	2	1	0	0	0	0
23	ROF	2	2	0	2	0	2
23	ROF	3	1	0	36	0	36
23	ROF	3	2	0	24	0	24
23	ROF	4	1	0	0	0	0
23	ROF	4	2	0	0	0	0
23	ROF	5	1	0	0	0	0
23	ROF	5	2	0	0	0	0
23	ROF	6	1	0	0	0	0
23	ROF	6	2	0	0	0	0
23	ROF	7	1	0	34	0	34
23	ROF	7	2	0	21	0	21
23	ROF	8	1	0	0	0	0
23	ROF	8	2	0	5	0	5
23	ROF	9	1	0	0	0	0
23	ROF	9	2	0	0	0	0
23	ROF	10	1	0	5	0	5
23	ROF	10	2	0	3	0	3
23	TVUF	1	1	8	0	0	8
23	TVUF	1	2	5	0	0	5
23	TVUF	2	1	11	0	0	11
23	TVUF	2	2	8	0	0	8
23	TVUF	3	1	1	0	0	1
23	TVUF	3	2	0	0	0	0
23	TVUF	4	1	8	1	0	9
23	TVUF	4	2	35	0	0	35
23	TVUF	5	1	1	3	1	5
23	TVUF	5	2	2	8	0	10
23	TVUF	6	1	6	0	0	6
23	TVUF	6	2	8	1	0	9
23	TVUF	7	1	104	0	0	104
23	TVUF	7	2	1	0	0	1
23	TVUF	8	1	NA	NA	NA	NA
23	TVUF	8	2	2	1	0	3
23	TVUF	9	1	32	0	0	32
23	TVUF	9	2	6	0	0	6
23	TVUF	10	1	21	0	0	21
23	TVUF	10	2	32	0	0	32
23	TVUH	1	1	8	0	0	8
23	TVUH	1	2	2	0	0	2
23	TVUH	2	1	8	0	0	8
23	TVUH	2	2	5	0	0	5
23	TVUH	3	1	14	0	0	14
23	TVUH	3	2	26	0	0	26
23	TVUH	4	1	1	0	0	1
23	TVUH	4	2	1	0	0	1
23	TVUH	5	1	55	0	0	55
23	TVUH	5	2	5	0	0	5
23	TVUH	6	1	4	0	0	4
23	TVUH	6	2	0	0	0	0
23	TVUH	7	1	7	0	0	7
23	TVUH	7	2	3	0	0	3
23	TVUH	8	1	10	0	0	10
23	TVUH	8	2	9	0	0	9
23	TVUH	9	1	10	0	0	10
23	TVUH	9	2	8	2	0	10
23	TVUH	10	1	7	0	0	7
23	TVUH	10	2	2	0	0	2
24	ROF	1	1	0	0	0	0
24	ROF	1	2	0	7	0	7
24	ROF	2	1	0	1	0	1
24	ROF	2	2	0	1	0	1
24	ROF	3	1	0	5	0	5
24	ROF	3	2	0	3	0	3
24	ROF	4	1	0	4	0	4
24	ROF	4	2	0	9	0	9
24	ROF	5	1	0	16	0	16
24	ROF	5	2	0	12	0	12
24	ROF	6	1	0	5	0	6
24	ROF	6	2	0	2	0	2
24	ROF	7	1	0	3	0	3
24	ROF	7	2	0	4	0	4
24	ROF	8	1	0	4	0	4
24	ROF	8	2	0	3	0	3
24	ROF	9	1	0	26	0	26
24	ROF	9	2	0	23	0	23
24	ROF	10	1	0	6	0	6
24	ROF	10	2	0	11	0	11
24	ROF	11	1	0	1	0	1
24	ROF	11	2	0	3	0	3
24	TVUF	1	1	1	0	0	1
24	TVUF	1	2	3	6	0	9
24	TVUF	2	1	NA	NA	NA	NA
24	TVUF	2	2	1	0	0	1
24	TVUF	3	1	NA	NA	NA	NA
24	TVUF	3	2	12	1	1	14
24	TVUF	4	1	NA	NA	NA	NA
24	TVUF	4	2	3	2	0	6
24	TVUF	5	1	3	1	0	4
24	TVUF	5	2	NA	NA	NA	NA
24	TVUF	6	1	1	0	0	1
24	TVUF	6	2	0	0	0	0
24	TVUF	7	1	5	0	0	5
24	TVUF	7	2	NA	NA	NA	NA
24	TVUF	8	1	13	1	0	14
24	TVUF	8	2	3	0	0	3
24	TVUF	9	1	11	4	0	15
24	TVUF	9	2	9	10	0	19
24	TVUF	10	1	5	2	0	7
24	TVUF	10	2	0	0	0	0
24	TVUF	11	1	NA	NA	NA	NA
24	TVUF	11	2	3	2	3	8
24	TVUH	1	1	14	11	0	25
24	TVUH	1	2	33	4	0	37
24	TVUH	2	1	21	0	0	21
24	TVUH	2	2	NA	NA	NA	NA
24	TVUH	3	1	0	0	0	0
24	TVUH	3	2	35	0	0	35
24	TVUH	4	1	1	1	0	2
24	TVUH	4	2	11	0	0	11
24	TVUH	5	1	12	0	0	12
24	TVUH	5	2	4	0	0	4
24	TVUH	6	1	9	0	0	9
24	TVUH	6	2	5	0	0	5
24	TVUH	7	1	3	0	0	3
24	TVUH	7	2	24	0	0	24
24	TVUH	8	1	1	0	0	1
24	TVUH	8	2	2	0	0	2
24	TVUH	9	1	2	0	0	2
24	TVUH	9	2	6	0	0	6
24	TVUH	10	1	24	1	0	25
24	TVUH	10	2	38	7	0	45
25	ROF	1	1	0	1	0	1
25	ROF	1	2	0	2	0	2
25	ROF	2	1	0	0	0	0
25	ROF	2	2	0	1	0	1
25	ROF	3	1	0	1	0	1
25	ROF	3	2	0	0	0	0
25	ROF	4	1	0	26	0	26
25	ROF	4	2	0	13	0	13
25	ROF	5	1	0	0	0	0
25	ROF	5	2	0	2	0	2
25	ROF	6	1	0	0	0	0
25	ROF	6	2	0	0	0	0
25	ROF	7	1	0	11	0	11
25	ROF	7	2	0	4	0	4
25	ROF	8	1	0	0	0	0
25	ROF	8	2	0	0	0	0
25	ROF	9	1	NA	NA	NA	NA
25	ROF	9	2	0	0	0	0
25	ROF	10	1	NA	NA	NA	NA
25	ROF	10	2	NA	NA	NA	NA
25	TVUF	1	1	23	1	0	24
25	TVUF	1	2	24	0	3	27
25	TVUF	2	1	5	0	0	5
25	TVUF	2	2	3	0	0	3
25	TVUF	3	1	11	0	0	11
25	TVUF	3	2	3	10	0	13
25	TVUF	4	1	0	0	0	0
