Plot	Sp	Individual	Flower	Avorted	Ovule	Seed	Total
14	TVUH	10	5	NA	NA	NA	NA
14	TVUH	10	6	NA	NA	NA	NA
15	TVUF	1	4	NA	NA	NA	NA
15	TVUF	1	5	NA	NA	NA	NA
15	TVUF	1	6	NA	NA	NA	NA
15	TVUF	2	4	NA	NA	NA	NA
15	TVUF	2	5	NA	NA	NA	NA
15	TVUF	2	6	NA	NA	NA	NA
15	TVUF	3	2	NA	NA	NA	NA
15	TVUF	3	3	NA	NA	NA	NA
15	TVUF	3	4	NA	NA	NA	NA
15	TVUF	3	5	NA	NA	NA	NA
15	TVUF	3	6	NA	NA	NA	NA
15	TVUF	4	5	NA	NA	NA	NA
15	TVUF	4	6	NA	NA	NA	NA
15	TVUF	5	2	NA	NA	NA	NA
15	TVUF	5	3	NA	NA	NA	NA
15	TVUF	5	4	NA	NA	NA	NA
15	TVUF	5	5	NA	NA	NA	NA
15	TVUF	5	6	NA	NA	NA	NA
15	TVUF	6	1	NA	NA	NA	NA
15	TVUF	6	2	NA	NA	NA	NA
15	TVUF	6	3	NA	NA	NA	NA
15	TVUF	6	4	NA	NA	NA	NA
15	TVUF	6	5	NA	NA	NA	NA
15	TVUF	6	6	NA	NA	NA	NA
15	TVUF	7	3	NA	NA	NA	NA
15	TVUF	7	4	NA	NA	NA	NA
15	TVUF	7	5	NA	NA	NA	NA
15	TVUF	7	6	NA	NA	NA	NA
15	TVUF	8	3	NA	NA	NA	NA
15	TVUF	8	4	NA	NA	NA	NA
15	TVUF	8	5	NA	NA	NA	NA
15	TVUF	8	6	NA	NA	NA	NA
15	TVUF	9	3	NA	NA	NA	NA
15	TVUF	9	4	NA	NA	NA	NA
15	TVUF	9	5	NA	NA	NA	NA
15	TVUF	9	6	NA	NA	NA	NA
15	TVUF	10	3	NA	NA	NA	NA
15	TVUF	10	4	NA	NA	NA	NA
15	TVUF	10	5	NA	NA	NA	NA
15	TVUF	10	6	NA	NA	NA	NA
15	TVUH	1	4	NA	NA	NA	NA
15	TVUH	1	5	NA	NA	NA	NA
15	TVUH	1	6	NA	NA	NA	NA
15	TVUH	2	3	NA	NA	NA	NA
15	TVUH	2	4	NA	NA	NA	NA
15	TVUH	2	5	NA	NA	NA	NA
15	TVUH	2	6	NA	NA	NA	NA
15	TVUH	3	4	NA	NA	NA	NA
15	TVUH	3	5	NA	NA	NA	NA
15	TVUH	3	6	NA	NA	NA	NA
15	TVUH	4	4	NA	NA	NA	NA
15	TVUH	4	5	NA	NA	NA	NA
15	TVUH	4	6	NA	NA	NA	NA
15	TVUH	5	2	NA	NA	NA	NA
15	TVUH	5	3	NA	NA	NA	NA
15	TVUH	5	4	NA	NA	NA	NA
15	TVUH	5	5	NA	NA	NA	NA
15	TVUH	5	6	NA	NA	NA	NA
15	TVUH	6	4	NA	NA	NA	NA
15	TVUH	6	5	NA	NA	NA	NA
15	TVUH	6	6	NA	NA	NA	NA
15	TVUH	7	5	NA	NA	NA	NA
15	TVUH	7	6	NA	NA	NA	NA
15	TVUH	8	5	NA	NA	NA	NA
15	TVUH	8	6	NA	NA	NA	NA
15	TVUH	9	3	NA	NA	NA	NA
15	TVUH	9	4	NA	NA	NA	NA
15	TVUH	9	5	NA	NA	NA	NA
15	TVUH	9	6	NA	NA	NA	NA
15	TVUH	10	3	NA	NA	NA	NA
15	TVUH	10	4	NA	NA	NA	NA
15	TVUH	10	5	NA	NA	NA	NA
15	TVUH	10	6	NA	NA	NA	NA
16	TVUF	1	6	NA	NA	NA	NA
16	TVUF	2	5	NA	NA	NA	NA
16	TVUF	2	6	NA	NA	NA	NA
16	TVUF	3	4	NA	NA	NA	NA
16	TVUF	3	5	NA	NA	NA	NA
16	TVUF	3	6	NA	NA	NA	NA
16	TVUF	4	5	NA	NA	NA	NA
16	TVUF	4	6	NA	NA	NA	NA
16	TVUF	5	6	NA	NA	NA	NA
16	TVUF	7	5	NA	NA	NA	NA
16	TVUF	7	6	NA	NA	NA	NA
16	TVUF	8	4	NA	NA	NA	NA
16	TVUF	8	5	NA	NA	NA	NA
16	TVUF	8	6	NA	NA	NA	NA
16	TVUF	9	3	NA	NA	NA	NA
16	TVUF	9	4	NA	NA	NA	NA
16	TVUF	9	5	NA	NA	NA	NA
16	TVUF	9	6	NA	NA	NA	NA
16	TVUF	10	5	NA	NA	NA	NA
16	TVUF	10	6	NA	NA	NA	NA
16	TVUH	1	5	NA	NA	NA	NA
16	TVUH	1	6	NA	NA	NA	NA
16	TVUH	2	3	NA	NA	NA	NA
16	TVUH	2	4	NA	NA	NA	NA
16	TVUH	2	5	NA	NA	NA	NA
16	TVUH	2	6	NA	NA	NA	NA
16	TVUH	3	2	NA	NA	NA	NA
16	TVUH	3	3	NA	NA	NA	NA
16	TVUH	3	4	NA	NA	NA	NA
16	TVUH	3	5	NA	NA	NA	NA
16	TVUH	3	6	NA	NA	NA	NA
16	TVUH	4	1	NA	NA	NA	NA
16	TVUH	4	2	NA	NA	NA	NA
16	TVUH	4	3	NA	NA	NA	NA
16	TVUH	4	4	NA	NA	NA	NA
16	TVUH	4	5	NA	NA	NA	NA
16	TVUH	4	6	NA	NA	NA	NA
16	TVUH	5	2	NA	NA	NA	NA
16	TVUH	5	3	NA	NA	NA	NA
16	TVUH	5	4	NA	NA	NA	NA
16	TVUH	5	5	NA	NA	NA	NA
16	TVUH	5	6	NA	NA	NA	NA
16	TVUH	6	2	NA	NA	NA	NA
16	TVUH	6	3	NA	NA	NA	NA
16	TVUH	6	4	NA	NA	NA	NA
16	TVUH	6	5	NA	NA	NA	NA
16	TVUH	6	6	NA	NA	NA	NA
16	TVUH	7	2	NA	NA	NA	NA
16	TVUH	7	3	NA	NA	NA	NA
16	TVUH	7	4	NA	NA	NA	NA
16	TVUH	7	5	NA	NA	NA	NA
16	TVUH	7	6	NA	NA	NA	NA
16	TVUH	8	3	NA	NA	NA	NA
16	TVUH	8	4	NA	NA	NA	NA
16	TVUH	8	5	NA	NA	NA	NA
16	TVUH	8	6	NA	NA	NA	NA
16	TVUH	9	2	NA	NA	NA	NA
16	TVUH	9	3	NA	NA	NA	NA
16	TVUH	9	4	NA	NA	NA	NA
16	TVUH	9	5	NA	NA	NA	NA
16	TVUH	9	6	NA	NA	NA	NA
16	TVUH	10	3	NA	NA	NA	NA
16	TVUH	10	4	NA	NA	NA	NA
16	TVUH	10	5	NA	NA	NA	NA
16	TVUH	10	6	NA	NA	NA	NA
17	TVUF	1	6	NA	NA	NA	NA
17	TVUF	2	6	NA	NA	NA	NA
17	TVUF	3	2	NA	NA	NA	NA
17	TVUF	3	3	NA	NA	NA	NA
17	TVUF	3	4	NA	NA	NA	NA
17	TVUF	3	5	NA	NA	NA	NA
17	TVUF	3	6	NA	NA	NA	NA
17	TVUF	4	4	NA	NA	NA	NA
17	TVUF	4	5	NA	NA	NA	NA
17	TVUF	4	6	NA	NA	NA	NA
17	TVUF	5	4	NA	NA	NA	NA
17	TVUF	5	5	NA	NA	NA	NA
17	TVUF	5	6	NA	NA	NA	NA
17	TVUF	6	1	NA	NA	NA	NA
17	TVUF	6	2	NA	NA	NA	NA
17	TVUF	6	3	NA	NA	NA	NA
17	TVUF	6	4	NA	NA	NA	NA
17	TVUF	6	5	NA	NA	NA	NA
17	TVUF	6	6	NA	NA	NA	NA
17	TVUF	7	6	NA	NA	NA	NA
17	TVUF	8	6	NA	NA	NA	NA
17	TVUF	9	6	NA	NA	NA	NA
17	TVUF	10	4	NA	NA	NA	NA
17	TVUF	10	6	NA	NA	NA	NA
17	TVUH	1	6	NA	NA	NA	NA
17	TVUH	2	5	NA	NA	NA	NA
17	TVUH	2	6	NA	NA	NA	NA
17	TVUH	3	1	NA	NA	NA	NA
17	TVUH	3	2	NA	NA	NA	NA
17	TVUH	3	3	NA	NA	NA	NA
17	TVUH	3	4	NA	NA	NA	NA
17	TVUH	3	5	NA	NA	NA	NA
17	TVUH	3	6	NA	NA	NA	NA
17	TVUH	4	3	NA	NA	NA	NA
17	TVUH	4	4	NA	NA	NA	NA
17	TVUH	4	5	NA	NA	NA	NA
17	TVUH	4	6	NA	NA	NA	NA
17	TVUH	5	2	NA	NA	NA	NA
17	TVUH	5	3	NA	NA	NA	NA
17	TVUH	5	4	NA	NA	NA	NA
17	TVUH	5	5	NA	NA	NA	NA
17	TVUH	5	6	NA	NA	NA	NA
17	TVUH	6	3	NA	NA	NA	NA
17	TVUH	6	4	NA	NA	NA	NA
17	TVUH	6	5	NA	NA	NA	NA
17	TVUH	6	6	NA	NA	NA	NA
17	TVUH	7	1	NA	NA	NA	NA
17	TVUH	7	2	NA	NA	NA	NA
17	TVUH	7	3	NA	NA	NA	NA
17	TVUH	7	4	NA	NA	NA	NA
17	TVUH	7	5	NA	NA	NA	NA
17	TVUH	7	6	NA	NA	NA	NA
17	TVUH	8	5	NA	NA	NA	NA
17	TVUH	8	6	NA	NA	NA	NA
17	TVUH	9	5	NA	NA	NA	NA
17	TVUH	9	6	NA	NA	NA	NA
17	TVUH	10	5	NA	NA	NA	NA
17	TVUH	10	6	NA	NA	NA	NA
18	TVUF	1	4	NA	NA	NA	NA
18	TVUF	1	5	NA	NA	NA	NA
18	TVUF	1	6	NA	NA	NA	NA
18	TVUF	2	4	NA	NA	NA	NA
18	TVUF	2	5	NA	NA	NA	NA
18	TVUF	2	6	NA	NA	NA	NA
18	TVUF	3	6	NA	NA	NA	NA
18	TVUF	4	3	NA	NA	NA	NA
18	TVUF	4	4	NA	NA	NA	NA
18	TVUF	4	5	NA	NA	NA	NA
18	TVUF	4	6	NA	NA	NA	NA
18	TVUF	5	6	NA	NA	NA	NA
18	TVUF	6	2	NA	NA	NA	NA
18	TVUF	6	3	NA	NA	NA	NA
18	TVUF	6	4	NA	NA	NA	NA
18	TVUF	6	5	NA	NA	NA	NA
18	TVUF	6	6	NA	NA	NA	NA
18	TVUF	7	5	NA	NA	NA	NA
18	TVUF	7	6	NA	NA	NA	NA
18	TVUF	8	3	NA	NA	NA	NA
18	TVUF	8	4	NA	NA	NA	NA
18	TVUF	8	5	NA	NA	NA	NA
18	TVUF	8	6	NA	NA	NA	NA
18	TVUF	9	5	NA	NA	NA	NA
18	TVUF	9	6	NA	NA	NA	NA
18	TVUH	1	5	NA	NA	NA	NA
18	TVUH	1	6	NA	NA	NA	NA
18	TVUH	2	5	NA	NA	NA	NA
18	TVUH	2	6	NA	NA	NA	NA
18	TVUH	3	5	NA	NA	NA	NA
18	TVUH	3	6	NA	NA	NA	NA
18	TVUH	4	2	NA	NA	NA	NA
18	TVUH	4	3	NA	NA	NA	NA
18	TVUH	4	4	NA	NA	NA	NA
18	TVUH	4	5	NA	NA	NA	NA
18	TVUH	4	6	NA	NA	NA	NA
18	TVUH	5	3	NA	NA	NA	NA
18	TVUH	5	4	NA	NA	NA	NA
18	TVUH	5	5	NA	NA	NA	NA
18	TVUH	5	6	NA	NA	NA	NA
18	TVUH	6	2	NA	NA	NA	NA
18	TVUH	6	3	NA	NA	NA	NA
18	TVUH	6	4	NA	NA	NA	NA
18	TVUH	6	5	NA	NA	NA	NA
18	TVUH	6	6	NA	NA	NA	NA
18	TVUH	7	6	NA	NA	NA	NA
18	TVUH	8	5	NA	NA	NA	NA
18	TVUH	8	6	NA	NA	NA	NA
18	TVUH	9	6	NA	NA	NA	NA
18	TVUH	10	2	NA	NA	NA	NA
18	TVUH	10	3	NA	NA	NA	NA
18	TVUH	10	4	NA	NA	NA	NA
18	TVUH	10	5	NA	NA	NA	NA
18	TVUH	10	6	NA	NA	NA	NA
19	TVUF	1	5	NA	NA	NA	NA
19	TVUF	1	6	NA	NA	NA	NA
19	TVUF	2	2	NA	NA	NA	NA
19	TVUF	2	3	NA	NA	NA	NA
19	TVUF	2	4	NA	NA	NA	NA
19	TVUF	2	5	NA	NA	NA	NA
19	TVUF	2	6	NA	NA	NA	NA
19	TVUF	3	4	NA	NA	NA	NA
19	TVUF	3	5	NA	NA	NA	NA
19	TVUF	3	6	NA	NA	NA	NA
19	TVUF	4	3	NA	NA	NA	NA
19	TVUF	4	4	NA	NA	NA	NA
19	TVUF	4	5	NA	NA	NA	NA
19	TVUF	4	6	NA	NA	NA	NA
19	TVUF	5	3	NA	NA	NA	NA
19	TVUF	5	4	NA	NA	NA	NA
19	TVUF	5	5	NA	NA	NA	NA
19	TVUF	5	6	NA	NA	NA	NA
19	TVUF	6	3	NA	NA	NA	NA
19	TVUF	6	4	NA	NA	NA	NA
19	TVUF	6	5	NA	NA	NA	NA
19	TVUF	6	6	NA	NA	NA	NA
19	TVUF	7	5	NA	NA	NA	NA
19	TVUF	7	6	NA	NA	NA	NA
19	TVUF	8	5	NA	NA	NA	NA
19	TVUF	8	6	NA	NA	NA	NA
19	TVUF	9	6	NA	NA	NA	NA
19	TVUF	10	2	NA	NA	NA	NA
19	TVUF	10	3	NA	NA	NA	NA
19	TVUF	10	4	NA	NA	NA	NA
19	TVUF	10	5	NA	NA	NA	NA
19	TVUF	10	6	NA	NA	NA	NA
19	TVUH	1	2	NA	NA	NA	NA
19	TVUH	1	3	NA	NA	NA	NA
19	TVUH	1	4	NA	NA	NA	NA
19	TVUH	1	5	NA	NA	NA	NA
19	TVUH	1	6	NA	NA	NA	NA
19	TVUH	2	2	NA	NA	NA	NA
19	TVUH	2	3	NA	NA	NA	NA
19	TVUH	2	4	NA	NA	NA	NA
19	TVUH	2	5	NA	NA	NA	NA
19	TVUH	2	6	NA	NA	NA	NA
19	TVUH	3	3	NA	NA	NA	NA
19	TVUH	3	4	NA	NA	NA	NA
19	TVUH	3	5	NA	NA	NA	NA
19	TVUH	3	6	NA	NA	NA	NA
19	TVUH	4	6	NA	NA	NA	NA
19	TVUH	5	5	NA	NA	NA	NA
19	TVUH	5	6	NA	NA	NA	NA
19	TVUH	6	2	NA	NA	NA	NA
19	TVUH	6	3	NA	NA	NA	NA
19	TVUH	6	4	NA	NA	NA	NA
19	TVUH	6	5	NA	NA	NA	NA
19	TVUH	6	6	NA	NA	NA	NA
19	TVUH	7	3	NA	NA	NA	NA
19	TVUH	7	4	NA	NA	NA	NA
19	TVUH	7	5	NA	NA	NA	NA
19	TVUH	7	6	NA	NA	NA	NA
19	TVUH	8	3	NA	NA	NA	NA
19	TVUH	8	4	NA	NA	NA	NA
19	TVUH	8	5	NA	NA	NA	NA
19	TVUH	8	6	NA	NA	NA	NA
19	TVUH	9	5	NA	NA	NA	NA
19	TVUH	9	6	NA	NA	NA	NA
19	TVUH	10	2	NA	NA	NA	NA
19	TVUH	10	3	NA	NA	NA	NA
19	TVUH	10	4	NA	NA	NA	NA
19	TVUH	10	5	NA	NA	NA	NA
19	TVUH	10	6	NA	NA	NA	NA
20	TVUF	1	6	NA	NA	NA	NA
20	TVUF	2	6	NA	NA	NA	NA
20	TVUF	3	4	NA	NA	NA	NA
20	TVUF	3	5	NA	NA	NA	NA
20	TVUF	3	6	NA	NA	NA	NA
20	TVUF	4	6	NA	NA	NA	NA
20	TVUF	5	5	NA	NA	NA	NA
20	TVUF	5	6	NA	NA	NA	NA
20	TVUF	6	6	NA	NA	NA	NA
20	TVUF	8	4	NA	NA	NA	NA
20	TVUF	8	5	NA	NA	NA	NA
20	TVUF	8	6	NA	NA	NA	NA
20	TVUF	9	2	NA	NA	NA	NA
20	TVUF	9	3	NA	NA	NA	NA
20	TVUF	9	4	NA	NA	NA	NA
20	TVUF	9	5	NA	NA	NA	NA
20	TVUF	9	6	NA	NA	NA	NA
20	TVUF	10	6	NA	NA	NA	NA
20	TVUH	1	6	NA	NA	NA	NA
20	TVUH	2	6	NA	NA	NA	NA
20	TVUH	4	6	NA	NA	NA	NA
20	TVUH	6	4	NA	NA	NA	NA
20	TVUH	6	5	NA	NA	NA	NA
20	TVUH	6	6	NA	NA	NA	NA
20	TVUH	7	6	NA	NA	NA	NA
20	TVUH	8	4	NA	NA	NA	NA
20	TVUH	8	5	NA	NA	NA	NA
20	TVUH	8	6	NA	NA	NA	NA
20	TVUH	9	3	NA	NA	NA	NA
20	TVUH	9	4	NA	NA	NA	NA
20	TVUH	9	5	NA	NA	NA	NA
20	TVUH	9	6	NA	NA	NA	NA
20	TVUH	10	3	NA	NA	NA	NA
20	TVUH	10	4	NA	NA	NA	NA
20	TVUH	10	5	NA	NA	NA	NA
20	TVUH	10	6	NA	NA	NA	NA
21	TVUF	1	4	NA	NA	NA	NA
21	TVUF	1	5	NA	NA	NA	NA
21	TVUF	1	6	NA	NA	NA	NA
21	TVUF	2	6	NA	NA	NA	NA
21	TVUF	3	6	NA	NA	NA	NA
21	TVUF	4	3	NA	NA	NA	NA
21	TVUF	4	6	NA	NA	NA	NA
21	TVUF	5	5	NA	NA	NA	NA
21	TVUF	5	6	NA	NA	NA	NA
21	TVUF	6	4	NA	NA	NA	NA
21	TVUF	6	5	NA	NA	NA	NA
21	TVUF	6	6	NA	NA	NA	NA
21	TVUF	7	4	NA	NA	NA	NA
21	TVUF	7	5	NA	NA	NA	NA
21	TVUF	7	6	NA	NA	NA	NA
21	TVUF	8	5	NA	NA	NA	NA
21	TVUF	8	6	NA	NA	NA	NA
21	TVUF	9	6	NA	NA	NA	NA
21	TVUF	10	6	NA	NA	NA	NA
21	TVUH	1	3	NA	NA	NA	NA
21	TVUH	1	4	NA	NA	NA	NA
21	TVUH	1	5	NA	NA	NA	NA
21	TVUH	1	6	NA	NA	NA	NA
21	TVUH	2	3	NA	NA	NA	NA
21	TVUH	2	4	NA	NA	NA	NA
21	TVUH	2	5	NA	NA	NA	NA
21	TVUH	2	6	NA	NA	NA	NA
21	TVUH	3	3	NA	NA	NA	NA
21	TVUH	3	4	NA	NA	NA	NA
21	TVUH	3	5	NA	NA	NA	NA
21	TVUH	3	6	NA	NA	NA	NA
21	TVUH	4	4	NA	NA	NA	NA
21	TVUH	4	5	NA	NA	NA	NA
21	TVUH	4	6	NA	NA	NA	NA
21	TVUH	9	5	NA	NA	NA	NA
21	TVUH	9	6	NA	NA	NA	NA
21	TVUH	10	5	NA	NA	NA	NA
21	TVUH	10	6	NA	NA	NA	NA
22	TVUF	1	2	NA	NA	NA	NA
22	TVUF	1	3	NA	NA	NA	NA
22	TVUF	1	4	NA	NA	NA	NA
22	TVUF	1	5	NA	NA	NA	NA
22	TVUF	1	6	NA	NA	NA	NA
22	TVUF	2	4	NA	NA	NA	NA
22	TVUF	2	5	NA	NA	NA	NA
22	TVUF	2	6	NA	NA	NA	NA
22	TVUF	3	3	NA	NA	NA	NA
22	TVUF	3	4	NA	NA	NA	NA
22	TVUF	3	5	NA	NA	NA	NA
22	TVUF	3	6	NA	NA	NA	NA
22	TVUF	5	2	NA	NA	NA	NA
22	TVUF	5	3	NA	NA	NA	NA
22	TVUF	5	4	NA	NA	NA	NA
22	TVUF	5	5	NA	NA	NA	NA
22	TVUF	5	6	NA	NA	NA	NA
22	TVUF	6	3	NA	NA	NA	NA
22	TVUF	6	4	NA	NA	NA	NA
22	TVUF	6	5	NA	NA	NA	NA
22	TVUF	6	6	NA	NA	NA	NA
22	TVUF	7	2	NA	NA	NA	NA
22	TVUF	7	3	NA	NA	NA	NA
22	TVUF	7	4	NA	NA	NA	NA
22	TVUF	7	5	NA	NA	NA	NA
22	TVUF	7	6	NA	NA	NA	NA
22	TVUF	8	1	NA	NA	NA	NA
22	TVUF	8	2	NA	NA	NA	NA
22	TVUF	8	3	NA	NA	NA	NA
22	TVUF	8	4	NA	NA	NA	NA
22	TVUF	8	5	NA	NA	NA	NA
22	TVUF	8	6	NA	NA	NA	NA
22	TVUF	10	3	NA	NA	NA	NA
22	TVUF	10	4	NA	NA	NA	NA
22	TVUF	10	5	NA	NA	NA	NA
22	TVUF	10	6	NA	NA	NA	NA
22	TVUH	1	2	NA	NA	NA	NA
22	TVUH	1	3	NA	NA	NA	NA
22	TVUH	1	4	NA	NA	NA	NA
22	TVUH	1	5	NA	NA	NA	NA
22	TVUH	1	6	NA	NA	NA	NA
22	TVUH	2	5	NA	NA	NA	NA
22	TVUH	2	6	NA	NA	NA	NA
22	TVUH	3	3	NA	NA	NA	NA
22	TVUH	3	4	NA	NA	NA	NA
22	TVUH	3	5	NA	NA	NA	NA
22	TVUH	3	6	NA	NA	NA	NA
22	TVUH	4	4	NA	NA	NA	NA
22	TVUH	4	5	NA	NA	NA	NA
22	TVUH	4	6	NA	NA	NA	NA
22	TVUH	5	5	NA	NA	NA	NA
22	TVUH	5	6	NA	NA	NA	NA
22	TVUH	6	2	NA	NA	NA	NA
22	TVUH	6	3	NA	NA	NA	NA
22	TVUH	6	4	NA	NA	NA	NA
22	TVUH	6	5	NA	NA	NA	NA
22	TVUH	6	6	NA	NA	NA	NA
22	TVUH	7	3	NA	NA	NA	NA
22	TVUH	7	4	NA	NA	NA	NA
22	TVUH	7	5	NA	NA	NA	NA
22	TVUH	7	6	NA	NA	NA	NA
22	TVUH	8	5	NA	NA	NA	NA
22	TVUH	8	6	NA	NA	NA	NA
22	TVUH	9	3	NA	NA	NA	NA
22	TVUH	9	4	NA	NA	NA	NA
22	TVUH	9	5	NA	NA	NA	NA
22	TVUH	9	6	NA	NA	NA	NA
22	TVUH	10	2	NA	NA	NA	NA
22	TVUH	10	3	NA	NA	NA	NA
22	TVUH	10	4	NA	NA	NA	NA
22	TVUH	10	5	NA	NA	NA	NA
22	TVUH	10	6	NA	NA	NA	NA
23	TVUF	1	2	NA	NA	NA	NA
23	TVUF	1	3	NA	NA	NA	NA
23	TVUF	1	4	NA	NA	NA	NA
23	TVUF	1	5	NA	NA	NA	NA
23	TVUF	1	6	NA	NA	NA	NA
23	TVUF	3	5	NA	NA	NA	NA
23	TVUF	3	6	NA	NA	NA	NA
23	TVUF	4	2	NA	NA	NA	NA
23	TVUF	4	3	NA	NA	NA	NA
23	TVUF	4	4	NA	NA	NA	NA
23	TVUF	4	5	NA	NA	NA	NA
23	TVUF	4	6	NA	NA	NA	NA
23	TVUF	6	6	NA	NA	NA	NA
23	TVUF	7	4	NA	NA	NA	NA
23	TVUF	9	4	NA	NA	NA	NA
23	TVUF	9	5	NA	NA	NA	NA
23	TVUF	9	6	NA	NA	NA	NA
23	TVUF	10	5	NA	NA	NA	NA
23	TVUF	10	6	NA	NA	NA	NA
23	TVUH	2	4	NA	NA	NA	NA
23	TVUH	2	5	NA	NA	NA	NA
23	TVUH	2	6	NA	NA	NA	NA
23	TVUH	3	4	NA	NA	NA	NA
23	TVUH	3	5	NA	NA	NA	NA
23	TVUH	3	6	NA	NA	NA	NA
23	TVUH	4	5	NA	NA	NA	NA
23	TVUH	4	6	NA	NA	NA	NA
23	TVUH	5	5	NA	NA	NA	NA
23	TVUH	5	6	NA	NA	NA	NA
23	TVUH	6	4	NA	NA	NA	NA
23	TVUH	6	5	NA	NA	NA	NA
23	TVUH	6	6	NA	NA	NA	NA
23	TVUH	7	4	NA	NA	NA	NA
23	TVUH	7	5	NA	NA	NA	NA
23	TVUH	7	6	NA	NA	NA	NA
23	TVUH	8	1	NA	NA	NA	NA
23	TVUH	8	2	NA	NA	NA	NA
23	TVUH	8	3	NA	NA	NA	NA
23	TVUH	8	4	NA	NA	NA	NA
23	TVUH	8	5	NA	NA	NA	NA
23	TVUH	8	6	NA	NA	NA	NA
23	TVUH	9	3	NA	NA	NA	NA
23	TVUH	9	4	NA	NA	NA	NA
23	TVUH	9	5	NA	NA	NA	NA
23	TVUH	9	6	NA	NA	NA	NA
23	TVUH	10	1	NA	NA	NA	NA
23	TVUH	10	2	NA	NA	NA	NA
23	TVUH	10	3	NA	NA	NA	NA
23	TVUH	10	4	NA	NA	NA	NA
23	TVUH	10	5	NA	NA	NA	NA
23	TVUH	10	6	NA	NA	NA	NA
24	TVUF	1	6	NA	NA	NA	NA
24	TVUF	2	1	NA	NA	NA	NA
24	TVUF	2	2	NA	NA	NA	NA
24	TVUF	2	3	NA	NA	NA	NA
24	TVUF	2	4	NA	NA	NA	NA
24	TVUF	2	5	NA	NA	NA	NA
24	TVUF	2	6	NA	NA	NA	NA
24	TVUF	3	5	NA	NA	NA	NA
24	TVUF	3	6	NA	NA	NA	NA
24	TVUF	4	5	NA	NA	NA	NA
24	TVUF	4	6	NA	NA	NA	NA
24	TVUF	5	4	NA	NA	NA	NA
24	TVUF	5	5	NA	NA	NA	NA
24	TVUF	5	6	NA	NA	NA	NA
24	TVUF	6	3	NA	NA	NA	NA
24	TVUF	6	4	NA	NA	NA	NA
24	TVUF	6	5	NA	NA	NA	NA
24	TVUF	6	6	NA	NA	NA	NA
24	TVUF	7	3	NA	NA	NA	NA
24	TVUF	7	4	NA	NA	NA	NA
24	TVUF	7	5	NA	NA	NA	NA
24	TVUF	7	6	NA	NA	NA	NA
24	TVUF	8	3	NA	NA	NA	NA
24	TVUF	8	4	NA	NA	NA	NA
24	TVUF	8	5	NA	NA	NA	NA
24	TVUF	8	6	NA	NA	NA	NA
24	TVUF	9	4	NA	NA	NA	NA
24	TVUF	9	5	NA	NA	NA	NA
24	TVUF	9	6	NA	NA	NA	NA
24	TVUF	10	4	NA	NA	NA	NA
24	TVUF	10	5	NA	NA	NA	NA
24	TVUF	10	6	NA	NA	NA	NA
24	TVUH	1	3	NA	NA	NA	NA
24	TVUH	1	4	NA	NA	NA	NA
24	TVUH	1	5	NA	NA	NA	NA
24	TVUH	1	6	NA	NA	NA	NA
24	TVUH	2	3	NA	NA	NA	NA
24	TVUH	2	4	NA	NA	NA	NA
24	TVUH	2	5	NA	NA	NA	NA
24	TVUH	2	6	NA	NA	NA	NA
24	TVUH	3	3	NA	NA	NA	NA
24	TVUH	3	4	NA	NA	NA	NA
24	TVUH	3	5	NA	NA	NA	NA
24	TVUH	3	6	NA	NA	NA	NA
24	TVUH	4	3	NA	NA	NA	NA
24	TVUH	4	4	NA	NA	NA	NA
24	TVUH	4	5	NA	NA	NA	NA
24	TVUH	4	6	NA	NA	NA	NA
24	TVUH	5	4	NA	NA	NA	NA
24	TVUH	5	5	NA	NA	NA	NA
24	TVUH	5	6	NA	NA	NA	NA
24	TVUH	6	2	NA	NA	NA	NA
24	TVUH	6	3	NA	NA	NA	NA
24	TVUH	6	4	NA	NA	NA	NA
24	TVUH	6	5	NA	NA	NA	NA
24	TVUH	6	6	NA	NA	NA	NA
24	TVUH	7	2	NA	NA	NA	NA
24	TVUH	7	3	NA	NA	NA	NA
24	TVUH	7	4	NA	NA	NA	NA
24	TVUH	7	5	NA	NA	NA	NA
24	TVUH	7	6	NA	NA	NA	NA
24	TVUH	8	2	NA	NA	NA	NA
24	TVUH	8	3	NA	NA	NA	NA
24	TVUH	8	4	NA	NA	NA	NA
24	TVUH	8	5	NA	NA	NA	NA
24	TVUH	8	6	NA	NA	NA	NA
24	TVUH	9	1	NA	NA	NA	NA
24	TVUH	9	2	NA	NA	NA	NA
24	TVUH	9	3	NA	NA	NA	NA
24	TVUH	9	4	NA	NA	NA	NA
24	TVUH	9	5	NA	NA	NA	NA
24	TVUH	9	6	NA	NA	NA	NA
24	TVUH	10	2	NA	NA	NA	NA
24	TVUH	10	3	NA	NA	NA	NA
24	TVUH	10	4	NA	NA	NA	NA
24	TVUH	10	5	NA	NA	NA	NA
24	TVUH	10	6	NA	NA	NA	NA
25	TVUF	4	5	NA	NA	NA	NA
25	TVUF	4	6	NA	NA	NA	NA
25	TVUF	6	6	NA	NA	NA	NA
25	TVUF	7	6	NA	NA	NA	NA
25	TVUF	8	6	NA	NA	NA	NA
25	TVUF	10	5	NA	NA	NA	NA
25	TVUF	10	6	NA	NA	NA	NA
25	TVUH	1	4	NA	NA	NA	NA
25	TVUH	1	5	NA	NA	NA	NA
25	TVUH	1	6	NA	NA	NA	NA
25	TVUH	2	4	NA	NA	NA	NA
25	TVUH	2	5	NA	NA	NA	NA
